level,rep,group,diet_no,ratio,yeast,sugar,CFU_AP,CFU_LB,Fecundity,Weight,Protein,Glucose,TAG,Average_counts_L,Average_counts_D,sleep_time_L,sleep_time_D
90,4,AX,12,01:00.2,75,15,0,0,49,1.8086,0.60365595,0.010654225,0.098266046,61.16494845,48.69791667,60.525,56.06333333
90,4,CV,12,01:00.2,75,15,7000,11800,20,1.431,0.762943502,0.008358867,0.065651105,95.29896907,50.58333333,93.075,77.53518519
90,4,LB,12,01:00.2,75,15,0,31800,58,1.5434,1.169482476,0.01441196,0.171583604,47.32989691,36.76041667,84.19642857,148.6208333
90,5,AP,12,01:00.2,75,15,76800,0,88,1.447,1.315,0.012456392,0.11199753,35.13402062,32.8125,54.75512821,96.38333333
90,5,AP+LB,12,01:00.2,75,15,64000,2000,76,1.4588,1.345411686,0.014249694,0.182975448,49.71134021,23.96875,100.0803922,125.1607143
90,5,AX,12,01:00.2,75,15,0,0,56,1.5294,1.087759738,0.011719133,0.14252836,78.44329897,29.8125,66.17777778,79.77777778
90,5,CV,12,01:00.2,75,15,19200,400,35.5,1.713,1.419407029,0.012055278,0.143082256,47.63917526,28.78125,48.86818182,68.61583333
90,5,LB,12,01:00.2,75,15,0,265600,88,1.508,0.818,0.011430576,0.125531588,57.58762887,19.63541667,50.35666667,342.4444444
90,6,AP,12,01:00.2,75,15,,,,,,,,,,,
90,6,AP+LB,12,01:00.2,75,15,,,,,,,,,,,
90,6,AX,12,01:00.2,75,15,0,0,,,,,,,,,
90,6,CV,12,01:00.2,75,15,,,,1.8564,0.679201446,0.012489788,0.071062621,,,,
90,6,LB,12,01:00.2,75,15,,,,,,,,,,,
90,7,AP,12,01:00.2,75,15,,,,,,,,,,,
90,7,AP+LB,12,01:00.2,75,15,,,,,,,,,,,
90,7,AX,12,01:00.2,75,15,0,0,,,,,,,,,
90,7,CV,12,01:00.2,75,15,,,,1.7362,0.776308079,0.012415343,0.113636021,,,,
90,7,LB,12,01:00.2,75,15,,,,,,,,,,,
90,8,AP,12,01:00.2,75,15,,,,,,,,,,,
90,8,AP+LB,12,01:00.2,75,15,,,,,,,,,,,
90,8,AX,12,01:00.2,75,15,0,0,,,,,,,,,
90,8,CV,12,01:00.2,75,15,,,,1.9408,0.785565369,0.010684085,0.106437992,,,,
90,8,LB,12,01:00.2,75,15,,,,,,,,,,,
90,9,AP,12,01:00.2,75,15,,,,,,,,,,,
90,9,AP+LB,12,01:00.2,75,15,,,,,,,,,,,
90,9,AX,12,01:00.2,75,15,0,0,,,,,,,,,
90,9,CV,12,01:00.2,75,15,,,,1.7428,0.727373166,0.010327226,0.110628413,,,,
90,9,LB,12,01:00.2,75,15,,,,,,,,,,,
180,1,AP,18,01:00.2,150,30,32000,0,128,1.42285,0.860291942,0.008382095,0.118405247,38.28865979,23.1875,81.44047619,123.5388889
180,1,AP+LB,18,01:00.2,150,30,8800,4800,98,1.565,0.978546902,0.012765991,0.153225327,50.82474227,24.91666667,42.72916667,72.403125
180,1,AX,18,01:00.2,150,30,0,0,50,1.4956,1.16833941,0.008552218,0.163359132,75.93814433,28.92708333,0,100.325
180,1,CV,18,01:00.2,150,30,92800,8000,,1.4035,1.245007781,0.012105211,0.144678693,106.8969072,62.79166667,33.26666667,52.56166667
180,1,LB,18,01:00.2,150,30,0,800,81,1.4513,1.072153654,0.010985426,0.116084136,68.26804124,53.52083333,61.02894737,116.146875
180,2,AP,18,01:00.2,150,30,30400,0,106,1.312,1.873,0.010902337,0.108429121,36.60824742,20.46875,143.7898551,229.6916667
180,2,AP+LB,18,01:00.2,150,30,102400,128000,130,1.3,1.125014593,0.015079653,0.123969768,43.62886598,28.17708333,58.76728395,127.7488889
180,2,AX,18,01:00.2,150,30,0,0,95,1.3974,0.883,0.021488047,0.174215873,46.63917526,42.88541667,54.84833333,111.9029412
180,2,CV,18,01:00.2,150,30,512000,8000,55,1.205,2.06,0.018249683,0.13471421,67.73195876,28.875,35.5,139.6527778
180,2,LB,18,01:00.2,150,30,0,1500,117,1.3236,1.47,0.011629641,0.147204093,71.40206186,47.72916667,36.33333333,110.6666667
180,3,AP,18,01:00.2,150,30,12400,0,134,1.4222,1.18422903,0.015112521,0.148,36.87628866,29.82291667,91.34333333,123.4055556
180,3,AP+LB,18,01:00.2,150,30,15600,99200,130,1.677,1.404131377,0.009875051,0.166855674,41.74226804,26.88541667,85.8745098,117.3343137
180,3,AX,18,01:00.2,150,30,0,0,97,1.4426,1.717103291,0.013856202,0.127,47.59793814,25.05208333,43.90151515,114.4107843
180,3,CV,18,01:00.2,150,30,256000,256000,58,1.486,1.603167212,0.014690148,0.154726162,45.35051546,24.14583333,49.63854167,181.875
180,3,LB,18,01:00.2,150,30,0,10800,102,1.491,0.818118204,0.015240472,0.158,95.28865979,25,0,80.44833333
180,4,AP,18,01:00.2,150,30,84300,0,,1.4266,1.410660404,0.008103514,0.14060906,64.37113402,43.27083333,69.30333333,147.6166667
180,4,AP+LB,18,01:00.2,150,30,6600,2000,57,1.301,1.169152317,0.009933386,0.181271876,49.77319588,20.85416667,162.5785714,141.827381
180,4,AX,18,01:00.2,150,30,0,0,99,1.5602,0.943160484,0.013583071,0.129430231,63.08247423,61.07291667,124.2458333,99.40384615
180,4,CV,18,01:00.2,150,30,22400,19200,51,1.5316,1.394669593,0.011074392,0.177060878,56.51546392,37.9375,69.39861111,113.972619
180,4,LB,18,01:00.2,150,30,0,6400,124,1.4492,1.159603868,0.010873133,0.147962239,67.97938144,34.19791667,56.18833333,103.9384615
180,5,AP,18,01:00.2,150,30,146000,0,98,1.5306,1.375,0.013061629,0.164451043,42.98969072,23.13541667,44.25,52.50192308
180,5,AP+LB,18,01:00.2,150,30,6400,12000,,1.3968,1.084568566,0.011060125,0.23444112,63.07216495,42.30208333,50.81190476,86.89666667
180,5,AX,18,01:00.2,150,30,0,0,83,1.5822,1.213222882,0.011820575,0.146792438,42.21649485,21.55208333,60.94166667,101.6658333
180,5,CV,18,01:00.2,150,30,86400,51200,83.5,1.3914,1.327033995,0.011761319,0.23017566,42.13402062,35.8125,81.60625,102.0868421
180,5,LB,18,01:00.2,150,30,0,20656,67,1.5414,1.126,0.015012648,0.144340456,35.08247423,6.677083333,323.0366667,917.05
180,6,AP,18,01:00.2,150,30,,,,,,,,,,,
180,6,AP+LB,18,01:00.2,150,30,,,,,,,,,,,
180,6,AX,18,01:00.2,150,30,0,0,,,,,,,,,
180,6,CV,18,01:00.2,150,30,,,,1.7638,0.73951005,0.01203618,0.100355092,,,,
180,6,LB,18,01:00.2,150,30,,,,,,,,,,,
180,7,AP,18,01:00.2,150,30,,,,,,,,,,,
180,7,AP+LB,18,01:00.2,150,30,,,,,,,,,,,
180,7,AX,18,01:00.2,150,30,0,0,,,,,,,,,
180,7,CV,18,01:00.2,150,30,,,,1.711,1.016440932,0.011835827,0.106350517,,,,
180,7,LB,18,01:00.2,150,30,,,,,,,,,,,
180,8,AP,18,01:00.2,150,30,,,,,,,,,,,
180,8,AP+LB,18,01:00.2,150,30,,,,,,,,,,,
180,8,AX,18,01:00.2,150,30,0,0,,,,,,,,,
180,8,CV,18,01:00.2,150,30,,,,1.6552,1.050482135,0.012320867,0.153253406,,,,
180,8,LB,18,01:00.2,150,30,,,,,,,,,,,
180,9,AP,18,01:00.2,150,30,,,,,,,,,,,
180,9,AP+LB,18,01:00.2,150,30,,,,,,,,,,,
180,9,AX,18,01:00.2,150,30,0,0,,,,,,,,,
180,9,CV,18,01:00.2,150,30,,,,1.7788,1.02564152,0.009733496,0.102645333,,,,
180,9,LB,18,01:00.2,150,30,,,,,,,,,,,
360,1,AP,24,01:00.2,300,60,358000,0,108,1.4913,1.683345701,0.006547062,0.15029701,87.19587629,27.41666667,0,85.72142857
360,1,AP+LB,24,01:00.2,300,60,54400,28400,164,1.636,1.420274952,0.009447474,0.184480102,,,,
360,1,AX,24,01:00.2,300,60,0,0,44,1.57255,0.954980373,0.014911839,0.172210731,40.18556701,30.75,44.95416667,135.7357143
360,1,CV,24,01:00.2,300,60,163200,4400,81,1.669983333,1.151392939,0.00998014,0.112440533,100.3195876,54.79166667,0,69.61333333
360,1,LB,24,01:00.2,300,60,0,20800,98,1.6219,1.266380115,0.015163986,0.111770632,78.50515464,45.51041667,0,78.50877193
360,2,AP,24,01:00.2,300,60,52400,0,58,1.3422,1.534,0.011197997,0.144438704,37.81443299,24.14583333,45.18888889,110.337963
360,2,AP+LB,24,01:00.2,300,60,96000,48000,179,1.564,1.067249979,0.010607687,0.123498003,,,,
360,2,AX,24,01:00.2,300,60,0,0,110,1.4044,1.262,0.019820291,0.194379904,42.56701031,33.28125,99.13933333,258.3833333
360,2,CV,24,01:00.2,300,60,76800,4400,111,1.82475,1.049,0.009849351,0.090445623,47.06185567,20.63541667,111.1136364,124.0690476
360,2,LB,24,01:00.2,300,60,0,13200,100,1.575,1.308,0.013922384,0.197894932,59.18556701,29,109.075,195.5772727
360,3,AP,24,01:00.2,300,60,35200,0,65,1.517,1.436761083,0.013627345,0.149,55.34020619,15.59375,34.08888889,96.94035088
360,3,AP+LB,24,01:00.2,300,60,25066.66667,140800,151,1.684,1.893264433,0.008852556,0.148,75.87628866,21.45833333,49.92777778,94.03
360,3,AX,24,01:00.2,300,60,0,0,68,1.6716,1.368461203,0.017683714,0.158,59.16494845,38.73958333,59.04206349,110.9138889
360,3,CV,24,01:00.2,300,60,64000,4000,88,1.4582,1.330340068,0.015979457,0.135092934,55.60824742,6.90625,60.90555556,284.275
360,3,LB,24,01:00.2,300,60,0,36400,62,1.6364,1.067055751,0.015390233,0.146,74.78350515,21.8125,61.8625,133.6202381
360,4,AP,24,01:00.2,300,60,7800,0,143,1.484,1.495900952,0.011389451,0.126181243,103.4742268,51.75,54.91754386,78.94166667
360,4,AP+LB,24,01:00.2,300,60,97600,4800,106,1.423,1.31238974,0.009774312,0.193680048,27.31958763,20.22916667,168.7166667,234.9733333
360,4,AX,24,01:00.2,300,60,0,0,,1.543,1.24080166,0.011241837,0.135580667,65.09278351,41.86458333,135.155,192.725
360,4,CV,24,01:00.2,300,60,25800,560,108,1.727,1.878211283,0.013161997,0.167122093,41.28865979,13.42708333,91.76111111,124.7633333
360,4,LB,24,01:00.2,300,60,0,8400,65,1.6502,1.521254056,0.012554408,0.229340988,54.96907216,30.79166667,120.5855556,165.8515152
360,5,AP,24,01:00.2,300,60,89600,0,133,1.622,1.421,0.013538754,0.127701753,30.63917526,10.625,254.052381,193.8416667
360,5,AP+LB,24,01:00.2,300,60,20000,6400,97,1.6296,1.456267997,0.016646494,0.294669389,49.56701031,20.76041667,55.74666667,103.0147059
360,5,AX,24,01:00.2,300,60,0,0,77,1.6712,1.061099185,0.011657363,0.207295338,36,12.32291667,404.975,755.35
360,5,CV,24,01:00.2,300,60,60800,41600,128,,,,,33.88659794,13.32291667,63.62272727,164.1020833
360,5,LB,24,01:00.2,300,60,0,217600,127,1.626,1.047,0.013021382,0.144750333,40.72164948,10.76041667,240.3180556,669.2458333
360,6,AP,24,01:00.2,300,60,,,,,,,,,,,
360,6,AP+LB,24,01:00.2,300,60,,,,,,,,,,,
360,6,AX,24,01:00.2,300,60,0,0,,,,,,,,,
360,6,CV,24,01:00.2,300,60,,,,1.6436,0.793592009,0.009345054,0.126896006,,,,
360,6,LB,24,01:00.2,300,60,,,,,,,,,,,
360,7,AP,24,01:00.2,300,60,,,,,,,,,,,
360,7,AP+LB,24,01:00.2,300,60,,,,,,,,,,,
360,7,AX,24,01:00.2,300,60,0,0,,,,,,,,,
360,7,CV,24,01:00.2,300,60,,,,1.8034,1.036689152,0.01050609,0.169902498,,,,
360,7,LB,24,01:00.2,300,60,,,,,,,,,,,
360,8,AP,24,01:00.2,300,60,,,,,,,,,,,
360,8,AP+LB,24,01:00.2,300,60,,,,,,,,,,,
360,8,AX,24,01:00.2,300,60,0,0,,,,,,,,,
360,8,CV,24,01:00.2,300,60,,,,1.8078,1.301956638,0.007684598,0.145723239,,,,
360,8,LB,24,01:00.2,300,60,,,,,,,,,,,
360,9,AP,24,01:00.2,300,60,,,,,,,,,,,
360,9,AP+LB,24,01:00.2,300,60,,,,,,,,,,,
360,9,AX,24,01:00.2,300,60,0,0,,,,,,,,,
360,9,CV,24,01:00.2,300,60,,,,1.882,0.878376687,0.009563384,0.150600206,,,,
360,9,LB,24,01:00.2,300,60,,,,,,,,,,,
45,1,AP,5,01:00.7,26.47058824,18.52941176,11600,0,19,1.46535,0.467224419,0.015308042,0.124047769,107.7319588,37.19791667,0,93.58645833
45,1,AP+LB,5,01:00.7,26.47058824,18.52941176,4800,950,55,1.454,1.028982209,0.016060944,0.107537825,84.08247423,32.98958333,0,105.1059524
45,1,AX,5,01:00.7,26.47058824,18.52941176,0,0,26,1.405666667,0.019969297,0.009329164,0.121261599,87.25773196,22.41666667,0,245.5208333
45,1,CV,5,01:00.7,26.47058824,18.52941176,64000,1100,20,1.3931625,0.4986761,0.019845911,0.122349968,77.89690722,20.19791667,33.11666667,295.9083333
45,1,LB,5,01:00.7,26.47058824,18.52941176,0,1000,12,1.3236,0.047023771,0.012979036,0.098626376,84.57731959,23.72916667,51.35833333,145.5483333
45,2,AP,5,01:00.7,26.47058824,18.52941176,6400,0,17,1.1906,0.467,0.014758313,0.127,52.70103093,25.5625,44.91333333,146.0483333
45,2,AP+LB,5,01:00.7,26.47058824,18.52941176,15600,800,84,1.54,0.837547196,0.012727314,0.138570592,65.81443299,21.3125,52.82333333,204.862963
45,2,AX,5,01:00.7,26.47058824,18.52941176,0,0,18,1.2528,1.257,0.018136543,0.129676176,35.26804124,31.77083333,44.91969697,91.0125
45,2,CV,5,01:00.7,26.47058824,18.52941176,73600,1100,21,1.17225,0.375,0.011903892,0.076444071,62.77319588,40.57291667,68.88666667,63.96666667
45,2,LB,5,01:00.7,26.47058824,18.52941176,0,1550,14,1.2444,0.401,0.020538555,0.158,43.62886598,16.20833333,40.73611111,199.5733333
45,3,AP,5,01:00.7,26.47058824,18.52941176,800,0,18,1.3802,0.412736881,0.018841416,0.152719768,45.55670103,50.88541667,60.16842105,82.13240741
45,3,AP+LB,5,01:00.7,26.47058824,18.52941176,5200,1600,75,1.707,1.053421056,0.012600181,0.099321033,74.46391753,26.20833333,41.95416667,108.0447368
45,3,AX,5,01:00.7,26.47058824,18.52941176,0,0,13,1.2922,0.596604295,0.012050385,0.109,85.58762887,31.0625,39.37916667,72.04166667
45,3,CV,5,01:00.7,26.47058824,18.52941176,0,44800,,1.3646,0.86594941,0.018155156,0.107,88.54639175,27.32291667,63.38666667,87.9030303
45,3,LB,5,01:00.7,26.47058824,18.52941176,0,1700,23,1.2992,0.390809681,0.015280433,0.16262552,61.54639175,21.69791667,55.44,107.7813725
45,4,AP,5,01:00.7,26.47058824,18.52941176,7870,0,25,1.513,0.754182973,0.016971066,0.116578585,72.04123711,56.04166667,46.94444444,57.01166667
45,4,AP+LB,5,01:00.7,26.47058824,18.52941176,29066.66667,250,60,0.999,0.931673564,0.018230733,0.163873567,51.26804124,36.36458333,50.42666667,92.74861111
45,4,AX,5,01:00.7,26.47058824,18.52941176,0,0,17,1.585,0.84854051,0.012399903,0.136876437,60.31958763,60.19791667,56.03166667,115.2194444
45,4,CV,5,01:00.7,26.47058824,18.52941176,44800,6283.333333,18,1.5434,0.563854584,0.013232524,0.157508924,56.73195876,38.92708333,54.87083333,53.23194444
45,4,LB,5,01:00.7,26.47058824,18.52941176,0,6543.333333,2,1.3272,0.859764043,0.013884931,0.169008665,52.89690722,42.10416667,38.66111111,86.45238095
45,5,AP,5,01:00.7,26.47058824,18.52941176,8400,0,10,1.7776,0.656,0.016338706,0.091446738,56.03092784,55.03125,58.45833333,47.97083333
45,5,AP+LB,5,01:00.7,26.47058824,18.52941176,12000,1650,54,1.5184,0.629098973,0.014129866,0.182487019,48.34020619,14.86458333,47.63589744,158.1269231
45,5,AX,5,01:00.7,26.47058824,18.52941176,0,0,0,1.492666667,0.796091883,0.013573731,0.195118199,72.64948454,36.58333333,45.36666667,133.7
45,5,CV,5,01:00.7,26.47058824,18.52941176,51200,200,33,1.4924,0.649237061,0.020103155,0.152118657,72.09278351,26.78125,30.875,88.43333333
45,5,LB,5,01:00.7,26.47058824,18.52941176,0,,0,1.4236,0.442,0.014319805,0.145498907,67.50515464,26.27083333,0,123.5964286
45,6,AP,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,6,AP+LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,6,AX,5,01:00.7,26.47058824,18.52941176,0,0,,,,,,,,,
45,6,CV,5,01:00.7,26.47058824,18.52941176,,,,1.5858,0.383841375,0.016060522,0.138628889,,,,
45,6,LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,7,AP,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,7,AP+LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,7,AX,5,01:00.7,26.47058824,18.52941176,0,0,,,,,,,,,
45,7,CV,5,01:00.7,26.47058824,18.52941176,,,,1.4605,0.595388714,0.010070059,0.102364983,,,,
45,7,LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,8,AP,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,8,AP+LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,8,AX,5,01:00.7,26.47058824,18.52941176,0,0,,,,,,,,,
45,8,CV,5,01:00.7,26.47058824,18.52941176,,,,1.4544,0.606591708,0.011198725,0.153946981,,,,
45,8,LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,9,AP,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,9,AP+LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
45,9,AX,5,01:00.7,26.47058824,18.52941176,0,0,,,,,,,,,
45,9,CV,5,01:00.7,26.47058824,18.52941176,,,,1.2304,0.647410497,0.009900318,0.152366901,,,,
45,9,LB,5,01:00.7,26.47058824,18.52941176,,,,,,,,,,,
90,1,AP,11,01:00.7,52.94117647,37.05882353,64000,0,,1.3846,1.093834192,0.011737776,0.222361529,100.8350515,40.69791667,0,101.41
90,1,AP+LB,11,01:00.7,52.94117647,37.05882353,13200,200,51,1.355,1.231345372,0.014458844,0.138665537,70.53608247,37.59375,30.9,171.575
90,1,AX,11,01:00.7,52.94117647,37.05882353,0,0,70,1.39505,0.372243465,0.022828963,0.196313057,41.10309278,13.76041667,161.9052083,666.0083333
90,1,CV,11,01:00.7,52.94117647,37.05882353,137600,800,52,1.3179625,0.873224536,0.021223348,0.125852267,68.29896907,19.01041667,41.71666667,158.4347222
90,1,LB,11,01:00.7,52.94117647,37.05882353,0,800,77,1.3952,0.609677757,0.018513742,0.111571835,66.81443299,44.4375,53.63,144.874359
90,2,AP,11,01:00.7,52.94117647,37.05882353,1850,0,24,1.2904,0.695,0.015867627,0.139,49.79381443,18.92708333,110.0288889,550.6916667
90,2,AP+LB,11,01:00.7,52.94117647,37.05882353,18800,1600,72,1.559,1.004438112,0.010401739,0.153815184,38.18556701,15.19791667,52.91916667,319.06
90,2,AX,11,01:00.7,52.94117647,37.05882353,0,0,51,1.3884,0.807,0.024258402,0.151668442,53.19587629,32.04166667,45.61666667,139.8782051
90,2,CV,11,01:00.7,52.94117647,37.05882353,153600,800,46,1.15725,0.968,0.019949672,0.132466796,49.97938144,39.61458333,34.42666667,118.7383333
90,2,LB,11,01:00.7,52.94117647,37.05882353,0,3566.666667,45,1.394,0.765,0.018334417,0.174,35.43298969,17.38541667,48.96666667,163.930303
90,3,AP,11,01:00.7,52.94117647,37.05882353,42700,0,71,1.402,0.627144769,0.018255884,0.151,55.29896907,10.40625,52.0462963,256.3547619
90,3,AP+LB,11,01:00.7,52.94117647,37.05882353,12800,7200,87,1.625,0.722311122,0.012223783,0.117272376,42.41237113,19.67708333,61.44333333,141.1083333
90,3,AX,11,01:00.7,52.94117647,37.05882353,0,0,16,1.325,1.130287043,0.014808178,0.143,78.32989691,25.20833333,35.90555556,131.2013889
90,3,CV,11,01:00.7,52.94117647,37.05882353,57600,,25,1.3016,1.272077,0.015075556,0.111552945,68.57731959,22.21875,61.9875,79.84416667
90,3,LB,11,01:00.7,52.94117647,37.05882353,0,1000,19,1.3382,0.703315252,0.015448126,0.125,49.18556701,6.6875,131.9083333,288.2
90,4,AP,11,01:00.7,52.94117647,37.05882353,23200,0,2,1.3636,0.715095141,0.014073884,0.122467034,38.65979381,30.94791667,66.07833333,132.5481481
90,4,AP+LB,11,01:00.7,52.94117647,37.05882353,11600,1150,72,1.797,0.730302693,0.013993274,0.16343689,58.74226804,36.03125,56.26515152,103.4055556
90,4,AX,11,01:00.7,52.94117647,37.05882353,0,0,28,1.3692,0.889829412,0.013792445,0.138289693,68.95876289,44.72916667,90.38333333,79.71078431
90,4,CV,11,01:00.7,52.94117647,37.05882353,60000,5500,43,1.4716,0.74189464,0.016230372,0.187570709,59.32989691,48.52083333,43.03333333,79.00512821
90,4,LB,11,01:00.7,52.94117647,37.05882353,0,8800,33,1.4422,0.906291736,0.011719557,0.171633369,60.15463918,39.625,65.16481481,279.7625
90,5,AP,11,01:00.7,52.94117647,37.05882353,33900,0,53,1.4824,0.764,0.015079199,0.134381765,45.91752577,25.72916667,56.97708333,135.4940476
90,5,AP+LB,11,01:00.7,52.94117647,37.05882353,28800,1250,69,1.5978,0.808014004,0.01885726,0.190839066,47.90721649,20.45833333,71.61458333,218.4916667
90,5,AX,11,01:00.7,52.94117647,37.05882353,0,0,40,1.4976,0.695811653,0.013268844,0.21,70.22680412,24.89583333,0,193.0266667
90,5,CV,11,01:00.7,52.94117647,37.05882353,88000,300,31,1.3414,1.076667151,0.014523471,0.147963054,57.37113402,40.54166667,71.67179487,178.7513889
90,5,LB,11,01:00.7,52.94117647,37.05882353,0,136906.6667,59,1.4064,0.829,0.015334409,0.240251738,39.26804124,14.35416667,162.9233333,771.0833333
90,6,AP,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,6,AP+LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,6,AX,11,01:00.7,52.94117647,37.05882353,0,0,,,,,,,,,
90,6,CV,11,01:00.7,52.94117647,37.05882353,,,,1.621,0.643725022,0.015108243,0.076375836,,,,
90,6,LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,7,AP,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,7,AP+LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,7,AX,11,01:00.7,52.94117647,37.05882353,0,0,,,,,,,,,
90,7,CV,11,01:00.7,52.94117647,37.05882353,,,,1.43,1.094557616,0.012337247,0.138283718,,,,
90,7,LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,8,AP,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,8,AP+LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,8,AX,11,01:00.7,52.94117647,37.05882353,0,0,,,,,,,,,
90,8,CV,11,01:00.7,52.94117647,37.05882353,,,,1.5534,0.705780702,0.015331033,0.191323062,,,,
90,8,LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,9,AP,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,9,AP+LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
90,9,AX,11,01:00.7,52.94117647,37.05882353,0,0,,,,,,,,,
90,9,CV,11,01:00.7,52.94117647,37.05882353,,,,1.517,0.779177883,0.014571103,0.150229869,,,,
90,9,LB,11,01:00.7,52.94117647,37.05882353,,,,,,,,,,,
180,1,AP,17,01:00.7,105.8823529,74.11764706,60800,0,74,1.37045,0.984018182,0.01704445,0.118619122,27.29896907,16.125,40.66666667,118.2107143
180,1,AP+LB,17,01:00.7,105.8823529,74.11764706,6000,600,0,1.445,0.749521404,0.014086821,0.150961578,87.42268041,23.45833333,41.68833333,373.3111111
180,1,AX,17,01:00.7,105.8823529,74.11764706,0,0,0,1.4419,0.8225015,0.018727085,0.165910032,41.1443299,23.69791667,53.45,124.325
180,1,CV,17,01:00.7,105.8823529,74.11764706,307200,1300,79,1.329016667,1.156375344,0.018859507,0.160069933,87.28865979,40.63541667,77.51666667,196.7041667
180,1,LB,17,01:00.7,105.8823529,74.11764706,0,1900,61,1.4729,0.774715757,0.020264144,0.091639194,90.27835052,46.42708333,0,80.47708333
180,2,AP,17,01:00.7,105.8823529,74.11764706,20400,0,86,1.262,1.16,0.017950744,0.188723792,35.29896907,15.35416667,47.10714286,195.1242424
180,2,AP+LB,17,01:00.7,105.8823529,74.11764706,76800,4400,86,,,,,57.54639175,22.375,55.10196078,235.6666667
180,2,AX,17,01:00.7,105.8823529,74.11764706,0,0,47,1.2344,1.275,0.023733639,0.253569502,72.71134021,26.03125,135.7125,255.05
180,2,CV,17,01:00.7,105.8823529,74.11764706,358400,1300,39,1.137666667,0.661,0.028320403,0.124821641,71.45360825,17.13541667,43.42291667,306.4190476
180,2,LB,17,01:00.7,105.8823529,74.11764706,0,,37,1.437,1.216,0.018796344,0.208768267,36.34020619,16.67708333,82.31444444,242.0888889
180,3,AP,17,01:00.7,105.8823529,74.11764706,46400,0,67,1.44,0.675094599,0.018628657,0.216,34.93814433,16.01041667,58.50576923,103.7625
180,3,AP+LB,17,01:00.7,105.8823529,74.11764706,35200,179200,98,1.611,0.944147835,0.009662964,0.142935719,48.74226804,29.70833333,56.21363636,133.6948718
180,3,AX,17,01:00.7,105.8823529,74.11764706,0,0,35,1.4326,1.243885608,0.017550361,0.195,61.19587629,16.32291667,34.31666667,78.38333333
180,3,CV,17,01:00.7,105.8823529,74.11764706,25600,102400,63,1.2418,1.20606429,0.015208048,0.134541451,72.01030928,29.45833333,51.375,116.5366667
180,3,LB,17,01:00.7,105.8823529,74.11764706,0,44000,58,1.514,0.601199946,0.020698257,0.188,72.22680412,37.67708333,34.425,72.93921569
180,4,AP,17,01:00.7,105.8823529,74.11764706,170000,0,92,1.3504,0.998628346,0.013928921,0.21586343,63.55670103,32.875,54.05208333,84.08717949
180,4,AP+LB,17,01:00.7,105.8823529,74.11764706,35200,1775,75,1.541,1.009773162,0.01031845,0.18074407,27.89690722,16.30208333,89.24222222,91.61666667
180,4,AX,17,01:00.7,105.8823529,74.11764706,0,0,92,1.586,0.907864702,0.015059657,0.134652788,58.51546392,39.54166667,75.5872549,156.287037
180,4,CV,17,01:00.7,105.8823529,74.11764706,32000,10800,42,1.5276,0.98400403,0.012865833,0.190204832,46.30927835,26.38541667,93.30925926,171.7666667
180,4,LB,17,01:00.7,105.8823529,74.11764706,0,3550,61,1.5006,1.17518691,0.013043237,0.173514257,46.59793814,17.30208333,110.7597222,173.7648148
180,5,AP,17,01:00.7,105.8823529,74.11764706,104000,0,81,1.4294,0.839,0.01646428,0.174361476,33.87628866,19.79166667,105.8025,205.3484848
180,5,AP+LB,17,01:00.7,105.8823529,74.11764706,12800,4633.333333,145,1.6144,0.984608671,0.013289636,0.237880912,56.68041237,45.0625,79.4962963,114.35
180,5,AX,17,01:00.7,105.8823529,74.11764706,0,0,14,1.5146,1.194950501,0.01286266,0.224,80.22680412,34.8125,33.53333333,79.03333333
180,5,CV,17,01:00.7,105.8823529,74.11764706,9200,100,103.5,1.409,1.414256484,0.015762409,0.226625222,38.93814433,12.86458333,131.3794872,217.8616667
180,5,LB,17,01:00.7,105.8823529,74.11764706,0,49840,42,1.44,0.6,0.014430014,0.187180122,54.36082474,25.95833333,111.7892157,174.1541667
180,6,AP,17,01:00.7,105.8823529,74.11764706,,,,,,,,,,,
180,6,AP+LB,17,01:00.7,105.8823529,74.11764706,,,,,,,,,,,
